User Language,IPSP name,URL,Geographic region,Country,Publication languages,Parent organisation,Parent organisation name,Does the IPSP only provide services to its parent organisation?,IPSP/parent organisation legal entity,IPSP/parent organisation legal entity (free text),Type of IPSP,Services provided,Services provided (free text),Publish or provide service - Academic Journals,Publish or provide service - Academic Books,Publish or provide service - Conference outputs,Publish or provide service - Grey literature,"Publish or provide service - Other research products (e.g. media, digital)",Publish or provide service - Non-academic outputs,"Publish or provide service - Other (e.g. datasets, digital scholarship, software)",Disciplines
Polish,Wydawnictwo IBL,http://wydawnictwo.ibl.waw.pl/,Eastern Europe,Poland,Polish - English,Yes,Instytut Badań Literackich PAN,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish,Publish,Publish,[No response],[No response],[No response],[No response],Humanities
Spanish,Universidad Nacional de Colombia,https://revistas.unal.edu.co/,Rest of World,Colombia,Spanish - English - Portuguese,Yes,Universidad Nacional de Colombia,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Production, IT, Administrative, legal and financial, Training, support and/or advice",,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,"Natural sciences,Engineering and technology,Medical and health sciences,Agricultural sciences,Social sciences,Humanities"
Spanish,Universitat Pompeu Fabra,https://guiesbibtic.upf.edu/editar-revista,Southern Europe,Spain,English - Spanish - Catalan - French - Italian,Yes,Universitat Pompeu Fabra,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"IT, Training, support and/or advice",,Publish and Service,[No response],[No response],Publish and Service,Service,[No response],Service,"Multidisciplinary,Social sciences,Humanities"
Polish,Wydawnictwo Uniwersytetu Ekonomicznego w Poznaniu,https://wydawnictwo.ue.poznan.pl/,Eastern Europe,Poland,Polish - English - French,Yes,Uniwersytet Ekonomiczny w Poznaniu,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Administrative, legal and financial",,Publish and Service,Publish and Service,Publish,[No response],[No response],[No response],[No response],Social sciences
Italian,Istituto per il Lessico Intellettuale Europeo e Storia delle Idee -CNR,https://www.iliesi.cnr.it,Southern Europe,Italy,Italian - English - French - German,Yes,Consiglio Nazionale delle Ricerche,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Training, support and/or advice",,Publish,Publish,Publish,Publish,Publish,Publish,Publish,Humanities
English,"University of Rijeka, Faculty of Maritime Studies",https://www.pfri.uniri.hr/web/hr/casopis_pomorstvo.php,Southern Europe,Croatia,[No response],Yes,University of Rijeka,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Engineering and technology,Social sciences"
French,AgroParisTech,https://revueforestierefrancaise.agroparistech.fr,Western Europe,France,French,Yes,AgroParisTech,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Administrative, legal and financial",,Publish,Publish,Publish,[No response],[No response],[No response],[No response],"Natural sciences,Engineering and technology,Agricultural sciences,Social sciences"
French,Casa de Velázquez,https://www.casadevelazquez.org,Southern Europe,Spain,French - Spanish - English - Portuguese - Italian,Yes,Casa de Velázquez,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish and Service,Publish and Service,[No response],[No response],[No response],Publish and Service,[No response],"Social sciences,Humanities,Non-academic"
English,ECPGR Secretariat,https://www.genresj.org,Southern Europe,Italy,English - German,Yes,European Cooperative Programme for Plant Genetic Resources,Yes,Withdrawn,"no legal status, our legal status is conferred by the hosting institute IPGRI/Alliance of Bioversity International and CIAT",Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication, Administrative, legal and financial",,Publish,[No response],[No response],Publish,[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Agricultural sciences"
Spanish,Universidad de Jaén,https://revistaselectronicas.ujaen.es/index.php/rae,Southern Europe,Spain,French - Catalan - English - Portuguese - Spanish,Yes,Universidad de Jaén,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Administrative, legal and financial, Training, support and/or advice",,Service,[No response],[No response],[No response],[No response],[No response],[No response],"Social sciences,Humanities"
English,Radboud University Press,https://radbouduniversitypress.nl/,Western Europe,Netherlands,English - Dutch - French - Spanish - German,Yes,Radboud University,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,Publish and Service,Publish and Service,[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Medical and health sciences,Social sciences,Humanities"
French,Pergola,https://pergola-publications.fr/,Western Europe,France,French - English - Portuguese - Spanish,Yes,"Maison des sciences de l'homme en Bretagne, Maison des sciences de l'homme Ange-Guépin",No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,[No response],[No response],[No response],[No response],[No response],[No response],"Social sciences,Humanities"
French,Open Access Publications (OAP) - Université de Genève,https://www.unige.ch/biblio/fr/openaccess/editer/open-access-publications/,Western Europe,Switzerland,English - French,Yes,Université de Genève,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"IT, Training, support and/or advice",,Service,[No response],[No response],[No response],[No response],[No response],[No response],"Natural sciences,Medical and health sciences,Social sciences"
English,University of St Andrews Journal hosting service,"https://www.st-andrews.ac.uk/, research/support/open-research/journal-hosting-service/",Northern Europe,United Kingdom,English,Yes,University of St Andrews,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"IT, Communication, Training, support and/or advice, Other",Curation and preservation,Service,[No response],[No response],Service,[No response],[No response],[No response],"Multidisciplinary,Social sciences,Humanities"
